 ******* Program SOILCO2
 *******  Zalf Lysimeter Dedelow Dd_2_6 with Nitrogen                            
 Units: L = cm  , T = day , M = kg  

 CosAlf,MaxIt,TolTh,TolH
 1.000   20 0.00100   0.010

 TopInF,BotInF,AtmBC,SinkF,WLayer,qGWLF,FreeD,SeepF,lWat,lCO2,lRoot,lTemp,InitWC
     T     T     T     T     T     F     F     F     T     T     F     T     T
 using plants

Nodal point information

node      x         hOld    MatN LayN  Beta      CO2       Temp     Conc...
     4  6.78026896E-01  2.38904133E-01 -1.30481919E+02  6.11082821E-04  7.26922856E+00
     4  6.45330244E-01  2.27383402E-01 -1.50638193E+02  5.34462247E-04  5.03137832E+00
     4  6.12506375E-01  2.15817846E-01 -1.73908118E+02  4.62158832E-04  3.43541233E+00
     4  5.79908065E-01  2.04331767E-01 -2.00772680E+02  3.95585856E-04  2.31761397E+00
     4  5.47842337E-01  1.93033343E-01 -2.31787161E+02  3.35575135E-04  1.54716159E+00
     4  5.16563927E-01  1.82012333E-01 -2.67592623E+02  2.82453434E-04  1.02350168E+00
     4  4.86273969E-01  1.71339605E-01 -3.08929155E+02  2.36150548E-04  6.71854967E-01
     4  4.57122583E-01  1.61068056E-01 -3.56651173E+02  1.96314027E-04  4.38141319E-01
     4  4.29213990E-01  1.51234408E-01 -4.11745079E+02  1.62413630E-04  2.84158858E-01
     4  4.02612924E-01  1.41861469E-01 -4.75349649E+02  1.33826730E-04  1.83448008E-01
     4  3.77351404E-01  1.32960522E-01 -5.48779573E+02  1.09902236E-04  1.17980299E-01
     4  3.53435257E-01  1.24533620E-01 -6.33552630E+02  9.00045113E-05  7.56378080E-02
     4  3.30849988E-01  1.16575655E-01 -7.31421055E+02  7.35407339E-05  4.83663876E-02
     4  3.09565854E-01  1.09076148E-01 -8.44407765E+02  5.99756633E-05  3.08621312E-02
     4  2.89542094E-01  1.02020736E-01 -9.74848165E+02  4.88374858E-05  1.96586439E-02
     4  2.70730355E-01  9.53923821E-02 -1.12543842E+03  3.97177790E-05  1.25044668E-02
     4  2.53077408E-01  8.91723309E-02 -1.29929121E+03  3.22679084E-05  7.94465045E-03
     4  2.36527254E-01  8.33408509E-02 -1.50000000E+03  2.61935070E-05  5.04284811E-03

     5  9.99999090E-01  3.59999672E-01 -1.00000000E-03  3.67466702E-04  3.40019761E+02
     5  9.99998931E-01  3.59999615E-01 -1.15447560E-03  3.73927839E-04  3.35331481E+02
     5  9.99998744E-01  3.59999548E-01 -1.33281392E-03  3.80502473E-04  3.30594174E+02
     5  9.99998524E-01  3.59999469E-01 -1.53870116E-03  3.87192577E-04  3.25808164E+02
     5  9.99998266E-01  3.59999376E-01 -1.77639295E-03  3.94000154E-04  3.20973824E+02
     5  9.99997963E-01  3.59999267E-01 -2.05080232E-03  4.00927235E-04  3.16091575E+02
     5  9.99997607E-01  3.59999139E-01 -2.36760125E-03  4.07975883E-04  3.11161892E+02
     5  9.99997189E-01  3.59998988E-01 -2.73333789E-03  4.15148188E-04  3.06185307E+02
     5  9.99996698E-01  3.59998811E-01 -3.15557191E-03  4.22446267E-04  3.01162408E+02
     5  9.99996120E-01  3.59998603E-01 -3.64303079E-03  4.29872265E-04  2.96093844E+02
     5  9.99995442E-01  3.59998359E-01 -4.20579017E-03  4.37428349E-04  2.90980328E+02
     5  9.99994646E-01  3.59998073E-01 -4.85548215E-03  4.45116710E-04  2.85822641E+02
     5  9.99993710E-01  3.59997736E-01 -5.60553569E-03  4.52939559E-04  2.80621632E+02
     5  9.99992611E-01  3.59997340E-01 -6.47145421E-03  4.60899120E-04  2.75378225E+02
     5  9.99991319E-01  3.59996875E-01 -7.47113601E-03  4.68997634E-04  2.70093420E+02
     5  9.99989802E-01  3.59996329E-01 -8.62524426E-03  4.77237344E-04  2.64768298E+02
     5  9.99988020E-01  3.59995687E-01 -9.95763408E-03  4.85620498E-04  2.59404025E+02
     5  9.99985926E-01  3.59994934E-01 -1.14958456E-02  4.94149334E-04  2.54001854E+02
     5  9.99983467E-01  3.59994048E-01 -1.32716733E-02  5.02826076E-04  2.48563131E+02
     5  9.99980577E-01  3.59993008E-01 -1.53218231E-02  5.11652920E-04  2.43089300E+02
     5  9.99977183E-01  3.59991786E-01 -1.76886710E-02  5.20632023E-04  2.37581906E+02
     5  9.99973196E-01  3.59990351E-01 -2.04211391E-02  5.29765486E-04  2.32042600E+02
     5  9.99968512E-01  3.59988665E-01 -2.35757069E-02  5.39055330E-04  2.26473146E+02
     5  9.99963010E-01  3.59986684E-01 -2.72175785E-02  5.48503483E-04  2.20875425E+02
     5  9.99956546E-01  3.59984357E-01 -3.14220304E-02  5.58111741E-04  2.15251441E+02
     5  9.99948953E-01  3.59981624E-01 -3.62759676E-02  5.67881743E-04  2.09603326E+02
     5  9.99940034E-01  3.59978413E-01 -4.18797196E-02  5.77814925E-04  2.03933350E+02
     5  9.99929557E-01  3.59974642E-01 -4.83491146E-02  5.87912475E-04  1.98243923E+02
     5  9.99917251E-01  3.59970212E-01 -5.58178733E-02  5.98175275E-04  1.92537606E+02
     5  9.99902796E-01  3.59965008E-01 -6.44403730E-02  6.08603831E-04  1.86817118E+02
     5  9.99885816E-01  3.59958896E-01 -7.43948386E-02  6.19198193E-04  1.81085343E+02
     5  9.99865874E-01  3.59951717E-01 -8.58870262E-02  6.29957855E-04  1.75345340E+02
     5  9.99842450E-01  3.59943285E-01 -9.91544765E-02  6.40881638E-04  1.69600352E+02
     5  9.99814940E-01  3.59933382E-01 -1.14471424E-01  6.51967552E-04  1.63853816E+02
     5  9.99782632E-01  3.59921752E-01 -1.32154467E-01  6.63212631E-04  1.58109375E+02
     5  9.99744691E-01  3.59908093E-01 -1.52569108E-01  6.74612732E-04  1.52370887E+02
     5  9.99700138E-01  3.59892055E-01 -1.76137313E-01  6.86162306E-04  1.46642440E+02
     5  9.99647823E-01  3.59873223E-01 -2.03346231E-01  6.97854117E-04  1.40928363E+02
     5  9.99586401E-01  3.59851112E-01 -2.34758263E-01  7.09678914E-04  1.35233240E+02
     5  9.99514293E-01  3.59825154E-01 -2.71022688E-01  7.21625044E-04  1.29561926E+02
     5  9.99429651E-01  3.59794684E-01 -3.12889081E-01  7.33677995E-04  1.23919561E+02
     5  9.99330308E-01  3.59758923E-01 -3.61222811E-01  7.45819857E-04  1.18311588E+02
     5  9.99213732E-01  3.59716957E-01 -4.17022923E-01  7.58028694E-04  1.12743767E+02
     5  9.99076958E-01  3.59667722E-01 -4.81442791E-01  7.70277810E-04  1.07222194E+02
     5  9.98916525E-01  3.59609968E-01 -5.55813957E-01  7.82534891E-04  1.01753315E+02
     5  9.98728388E-01  3.59542242E-01 -6.41673655E-01  7.94761027E-04  9.63439495E+01
     5  9.98507831E-01  3.59462846E-01 -7.40796580E-01  8.06909575E-04  9.10012969E+01
     5  9.98249362E-01  3.59369802E-01 -8.55231580E-01  8.18924874E-04  8.57329567E+01
     5  9.97946592E-01  3.59260810E-01 -9.87343995E-01  8.30740802E-04  8.05469370E+01
     5  9.97592102E-01  3.59133200E-01 -1.13986456E+00  8.42279160E-04  7.54516608E+01
     5  9.97177296E-01  3.58983877E-01 -1.31594582E+00  8.53447920E-04  7.04559667E+01
     5  9.96692239E-01  3.58809265E-01 -1.51922735E+00  8.64139338E-04  6.55691013E+01
     5  9.96125476E-01  3.58605240E-01 -1.75391091E+00  8.74228010E-04  6.08006993E+01
     5  9.95463847E-01  3.58367066E-01 -2.02484736E+00  8.83568923E-04  5.61607517E+01
     5  9.94692290E-01  3.58089319E-01 -2.33763688E+00  8.91995644E-04  5.16595537E+01
     5  9.93793643E-01  3.57765822E-01 -2.69874475E+00  8.99318807E-04  4.73076325E+01
     5  9.92748456E-01  3.57389573E-01 -3.11563498E+00  9.05325135E-04  4.31156473E+01
     5  9.91534818E-01  3.56952685E-01 -3.59692457E+00  9.09777294E-04  3.90942587E+01
     5  9.90128230E-01  3.56446339E-01 -4.15256167E+00  9.12414952E-04  3.52539632E+01
     5  9.88501526E-01  3.55860754E-01 -4.79403115E+00  9.12957484E-04  3.16048882E+01
     5  9.86624887E-01  3.55185198E-01 -5.53459201E+00  9.11108799E-04  2.81565485E+01
     5  9.84465960E-01  3.54408023E-01 -6.38955145E+00  9.06564765E-04  2.49175640E+01
     5  9.81990131E-01  3.53516769E-01 -7.37658128E+00  8.99023636E-04  2.18953449E+01
     5  9.79160966E-01  3.52498320E-01 -8.51608313E+00  8.88199697E-04  1.90957546E+01
     5  9.75940864E-01  3.51339140E-01 -9.83161022E+00  8.73840047E-04  1.65227677E+01
     5  9.72291929E-01  3.50025589E-01 -1.13503542E+01  8.55743973E-04  1.41781446E+01
     5  9.68177064E-01  3.48544311E-01 -1.31037070E+01  8.33783821E-04  1.20611521E+01
     5  9.63561266E-01  3.46882706E-01 -1.51279100E+01  8.07925620E-04  1.01683600E+01
     5  9.58413076E-01  3.45029449E-01 -1.74648031E+01  7.78247195E-04  8.49354550E+00
     5  9.52706089E-01  3.42975036E-01 -2.01626891E+01  7.44951124E-04  7.02773005E+00
     5  9.46420434E-01  3.40712312E-01 -2.32773327E+01  7.08369965E-04  5.75936569E+00
     5  9.39544087E-01  3.38236950E-01 -2.68731127E+01  6.68961760E-04  4.67466942E+00
     5  9.32073888E-01  3.35547812E-01 -3.10243530E+01  6.27294855E-04  3.75808949E+00
     5  9.24016146E-01  3.32647168E-01 -3.58168587E+01  5.84022601E-04  2.99286907E+00
     5  9.15386768E-01  3.29540746E-01 -4.13496896E+01  5.39850043E-04  2.36166007E+00
     5  9.06210862E-01  3.26237584E-01 -4.77372080E+01  4.95496041E-04  1.84713382E+00
     5  8.96521858E-01  3.22749715E-01 -5.51114420E+01  4.51655002E-04  1.43253780E+00
     5  8.86360226E-01  3.19091709E-01 -6.36248153E+01  4.08962370E-04  1.10215728E+00
     5  8.75771900E-01  3.15280100E-01 -7.34532971E+01  3.67967242E-04  8.41656447E-01
     5  8.64806567E-01  3.11332776E-01 -8.48000396E+01  3.29114198E-04  6.38290115E-01
     5  8.53515942E-01  3.07268353E-01 -9.78995770E+01  2.92734918E-04  4.80993197E-01
     5  8.41952161E-01  3.03105598E-01 -1.13022673E+02  2.59048845E-04  3.60366146E-01
     5  8.30166378E-01  2.98862926E-01 -1.30481919E+02  2.28171180E-04  2.68581210E-01
     5  8.18207620E-01  2.94557987E-01 -1.50638193E+02  2.00125993E-04  1.99235814E-01
     5  8.06121922E-01  2.90207351E-01 -1.73908118E+02  1.74862197E-04  1.47177246E-01
     5  7.93951733E-01  2.85826300E-01 -2.00772680E+02  1.52270404E-04  1.08318377E-01
     5  7.81735575E-01  2.81428701E-01 -2.31787161E+02  1.32199128E-04  7.94588852E-02
     5  7.69507903E-01  2.77026958E-01 -2.67592623E+02  1.14469314E-04  5.81213269E-02
     5  7.57299129E-01  2.72632017E-01 -3.08929155E+02  9.88866323E-05  4.24070806E-02
     5  7.45135781E-01  2.68253429E-01 -3.56651173E+02  8.52513617E-05  3.08739179E-02
     5  7.33040731E-01  2.63899426E-01 -4.11745079E+02  7.33659187E-05  2.24347266E-02
     5  7.21033487E-01  2.59577033E-01 -4.75349649E+02  6.30402911E-05  1.62755660E-02
     5  7.09130509E-01  2.55292173E-01 -5.48779573E+02  5.40956869E-05  1.17905740E-02
     5  6.97345529E-01  2.51049791E-01 -6.33552630E+02  4.63667426E-05  8.53104878E-03
     5  6.85689869E-01  2.46853961E-01 -7.31421055E+02  3.97026171E-05  6.16613031E-03
     5  6.74172738E-01  2.42707999E-01 -8.44407765E+02  3.39672591E-05  4.45276926E-03
     5  6.62801513E-01  2.38614561E-01 -9.74848165E+02  2.90390898E-05  3.21299977E-03
     5  6.51581986E-01  2.34575732E-01 -1.12543842E+03  2.48102948E-05  2.31687396E-03
     5  6.40518595E-01  2.30593108E-01 -1.29929121E+03  2.11858753E-05  1.66973241E-03
     5  6.29614622E-01  2.26667872E-01 -1.50000000E+03  1.80825715E-05  1.20276242E-03

     6  9.99999090E-01  3.59999672E-01 -1.00000000E-03  3.67466702E-04  3.40019761E+02
     6  9.99998931E-01  3.59999615E-01 -1.15447560E-03  3.73927839E-04  3.35331481E+02
     6  9.99998744E-01  3.59999548E-01 -1.33281392E-03  3.80502473E-04  3.30594174E+02
     6  9.99998524E-01  3.59999469E-01 -1.53870116E-03  3.87192577E-04  3.25808164E+02
     6  9.99998266E-01  3.59999376E-01 -1.77639295E-03  3.94000154E-04  3.20973824E+02
     6  9.99997963E-01  3.59999267E-01 -2.05080232E-03  4.00927235E-04  3.16091575E+02
     6  9.99997607E-01  3.59999139E-01 -2.36760125E-03  4.07975883E-04  3.11161892E+02
     6  9.99997189E-01  3.59998988E-01 -2.73333789E-03  4.15148188E-04  3.06185307E+02
     6  9.99996698E-01  3.59998811E-01 -3.15557191E-03  4.22446267E-04  3.01162408E+02
     6  9.99996120E-01  3.59998603E-01 -3.64303079E-03  4.29872265E-04  2.96093844E+02
     6  9.99995442E-01  3.59998359E-01 -4.20579017E-03  4.37428349E-04  2.90980328E+02
     6  9.99994646E-01  3.59998073E-01 -4.85548215E-03  4.45116710E-04  2.85822641E+02
     6  9.99993710E-01  3.59997736E-01 -5.60553569E-03  4.52939559E-04  2.80621632E+02
     6  9.99992611E-01  3.59997340E-01 -6.47145421E-03  4.60899120E-04  2.75378225E+02
     6  9.99991319E-01  3.59996875E-01 -7.47113601E-03  4.68997634E-04  2.70093420E+02
     6  9.99989802E-01  3.59996329E-01 -8.62524426E-03  4.77237344E-04  2.64768298E+02
     6  9.99988020E-01  3.59995687E-01 -9.95763408E-03  4.85620498E-04  2.59404025E+02
     6  9.99985926E-01  3.59994934E-01 -1.14958456E-02  4.94149334E-04  2.54001854E+02
     6  9.99983467E-01  3.59994048E-01 -1.32716733E-02  5.02826076E-04  2.48563131E+02
     6  9.99980577E-01  3.59993008E-01 -1.53218231E-02  5.11652920E-04  2.43089300E+02
     6  9.99977183E-01  3.59991786E-01 -1.76886710E-02  5.20632023E-04  2.37581906E+02
     6  9.99973196E-01  3.59990351E-01 -2.04211391E-02  5.29765486E-04  2.32042600E+02
     6  9.99968512E-01  3.59988665E-01 -2.35757069E-02  5.39055330E-04  2.26473146E+02
     6  9.99963010E-01  3.59986684E-01 -2.72175785E-02  5.48503483E-04  2.20875425E+02
     6  9.99956546E-01  3.59984357E-01 -3.14220304E-02  5.58111741E-04  2.15251441E+02
     6  9.99948953E-01  3.59981624E-01 -3.62759676E-02  5.67881743E-04  2.09603326E+02
     6  9.99940034E-01  3.59978413E-01 -4.18797196E-02  5.77814925E-04  2.03933350E+02
     6  9.99929557E-01  3.59974642E-01 -4.83491146E-02  5.87912475E-04  1.98243923E+02
     6  9.99917251E-01  3.59970212E-01 -5.58178733E-02  5.98175275E-04  1.92537606E+02
     6  9.99902796E-01  3.59965008E-01 -6.44403730E-02  6.08603831E-04  1.86817118E+02
     6  9.99885816E-01  3.59958896E-01 -7.43948386E-02  6.19198193E-04  1.81085343E+02
     6  9.99865874E-01  3.59951717E-01 -8.58870262E-02  6.29957855E-04  1.75345340E+02
     6  9.99842450E-01  3.59943285E-01 -9.91544765E-02  6.40881638E-04  1.69600352E+02
     6  9.99814940E-01  3.59933382E-01 -1.14471424E-01  6.51967552E-04  1.63853816E+02
     6  9.99782632E-01  3.59921752E-01 -1.32154467E-01  6.63212631E-04  1.58109375E+02
     6  9.99744691E-01  3.59908093E-01 -1.52569108E-01  6.74612732E-04  1.52370887E+02
     6  9.99700138E-01  3.59892055E-01 -1.76137313E-01  6.86162306E-04  1.46642440E+02
     6  9.99647823E-01  3.59873223E-01 -2.03346231E-01  6.97854117E-04  1.40928363E+02
     6  9.99586401E-01  3.59851112E-01 -2.34758263E-01  7.09678914E-04  1.35233240E+02
     6  9.99514293E-01  3.59825154E-01 -2.71022688E-01  7.21625044E-04  1.29561926E+02
     6  9.99429651E-01  3.59794684E-01 -3.12889081E-01  7.33677995E-04  1.23919561E+02
     6  9.99330308E-01  3.59758923E-01 -3.61222811E-01  7.45819857E-04  1.18311588E+02
     6  9.99213732E-01  3.59716957E-01 -4.17022923E-01  7.58028694E-04  1.12743767E+02
     6  9.99076958E-01  3.59667722E-01 -4.81442791E-01  7.70277810E-04  1.07222194E+02
     6  9.98916525E-01  3.59609968E-01 -5.55813957E-01  7.82534891E-04  1.01753315E+02
     6  9.98728388E-01  3.59542242E-01 -6.41673655E-01  7.94761027E-04  9.63439495E+01
     6  9.98507831E-01  3.59462846E-01 -7.40796580E-01  8.06909575E-04  9.10012969E+01
     6  9.98249362E-01  3.59369802E-01 -8.55231580E-01  8.18924874E-04  8.57329567E+01
     6  9.97946592E-01  3.59260810E-01 -9.87343995E-01  8.30740802E-04  8.05469370E+01
     6  9.97592102E-01  3.59133200E-01 -1.13986456E+00  8.42279160E-04  7.54516608E+01
     6  9.97177296E-01  3.58983877E-01 -1.31594582E+00  8.53447920E-04  7.04559667E+01
     6  9.96692239E-01  3.58809265E-01 -1.51922735E+00  8.64139338E-04  6.55691013E+01
     6  9.96125476E-01  3.58605240E-01 -1.75391091E+00  8.74228010E-04  6.08006993E+01
     6  9.95463847E-01  3.58367066E-01 -2.02484736E+00  8.83568923E-04  5.61607517E+01
     6  9.94692290E-01  3.58089319E-01 -2.33763688E+00  8.91995644E-04  5.16595537E+01
     6  9.93793643E-01  3.57765822E-01 -2.69874475E+00  8.99318807E-04  4.73076325E+01
     6  9.92748456E-01  3.57389573E-01 -3.11563498E+00  9.05325135E-04  4.31156473E+01
     6  9.91534818E-01  3.56952685E-01 -3.59692457E+00  9.09777294E-04  3.90942587E+01
     6  9.90128230E-01  3.56446339E-01 -4.15256167E+00  9.12414952E-04  3.52539632E+01
     6  9.88501526E-01  3.55860754E-01 -4.79403115E+00  9.12957484E-04  3.16048882E+01
     6  9.86624887E-01  3.55185198E-01 -5.53459201E+00  9.11108799E-04  2.81565485E+01
     6  9.84465960E-01  3.54408023E-01 -6.38955145E+00  9.06564765E-04  2.49175640E+01
     6  9.81990131E-01  3.53516769E-01 -7.37658128E+00  8.99023636E-04  2.18953449E+01
     6  9.79160966E-01  3.52498320E-01 -8.51608313E+00  8.88199697E-04  1.90957546E+01
     6  9.75940864E-01  3.51339140E-01 -9.83161022E+00  8.73840047E-04  1.65227677E+01
     6  9.72291929E-01  3.50025589E-01 -1.13503542E+01  8.55743973E-04  1.41781446E+01
     6  9.68177064E-01  3.48544311E-01 -1.31037070E+01  8.33783821E-04  1.20611521E+01
     6  9.63561266E-01  3.46882706E-01 -1.51279100E+01  8.07925620E-04  1.01683600E+01
     6  9.58413076E-01  3.45029449E-01 -1.74648031E+01  7.78247195E-04  8.49354550E+00
     6  9.52706089E-01  3.42975036E-01 -2.01626891E+01  7.44951124E-04  7.02773005E+00
     6  9.46420434E-01  3.40712312E-01 -2.32773327E+01  7.08369965E-04  5.75936569E+00
     6  9.39544087E-01  3.38236950E-01 -2.68731127E+01  6.68961760E-04  4.67466942E+00
     6  9.32073888E-01  3.35547812E-01 -3.10243530E+01  6.27294855E-04  3.75808949E+00
     6  9.24016146E-01  3.32647168E-01 -3.58168587E+01  5.84022601E-04  2.99286907E+00
     6  9.15386768E-01  3.29540746E-01 -4.13496896E+01  5.39850043E-04  2.36166007E+00
     6  9.06210862E-01  3.26237584E-01 -4.77372080E+01  4.95496041E-04  1.84713382E+00
     6  8.96521858E-01  3.22749715E-01 -5.51114420E+01  4.51655002E-04  1.43253780E+00
     6  8.86360226E-01  3.19091709E-01 -6.36248153E+01  4.08962370E-04  1.10215728E+00
     6  8.75771900E-01  3.15280100E-01 -7.34532971E+01  3.67967242E-04  8.41656447E-01
     6  8.64806567E-01  3.11332776E-01 -8.48000396E+01  3.29114198E-04  6.38290115E-01
     6  8.53515942E-01  3.07268353E-01 -9.78995770E+01  2.92734918E-04  4.80993197E-01
     6  8.41952161E-01  3.03105598E-01 -1.13022673E+02  2.59048845E-04  3.60366146E-01
     6  8.30166378E-01  2.98862926E-01 -1.30481919E+02  2.28171180E-04  2.68581210E-01
     6  8.18207620E-01  2.94557987E-01 -1.50638193E+02  2.00125993E-04  1.99235814E-01
     6  8.06121922E-01  2.90207351E-01 -1.73908118E+02  1.74862197E-04  1.47177246E-01
     6  7.93951733E-01  2.85826300E-01 -2.00772680E+02  1.52270404E-04  1.08318377E-01
     6  7.81735575E-01  2.81428701E-01 -2.31787161E+02  1.32199128E-04  7.94588852E-02
     6  7.69507903E-01  2.77026958E-01 -2.67592623E+02  1.14469314E-04  5.81213269E-02
     6  7.57299129E-01  2.72632017E-01 -3.08929155E+02  9.88866323E-05  4.24070806E-02
     6  7.45135781E-01  2.68253429E-01 -3.56651173E+02  8.52513617E-05  3.08739179E-02
     6  7.33040731E-01  2.63899426E-01 -4.11745079E+02  7.33659187E-05  2.24347266E-02
     6  7.21033487E-01  2.59577033E-01 -4.75349649E+02  6.30402911E-05  1.62755660E-02
     6  7.09130509E-01  2.55292173E-01 -5.48779573E+02  5.40956869E-05  1.17905740E-02
     6  6.97345529E-01  2.51049791E-01 -6.33552630E+02  4.63667426E-05  8.53104878E-03
     6  6.85689869E-01  2.46853961E-01 -7.31421055E+02  3.97026171E-05  6.16613031E-03
     6  6.74172738E-01  2.42707999E-01 -8.44407765E+02  3.39672591E-05  4.45276926E-03
     6  6.62801513E-01  2.38614561E-01 -9.74848165E+02  2.90390898E-05  3.21299977E-03
     6  6.51581986E-01  2.34575732E-01 -1.12543842E+03  2.48102948E-05  2.31687396E-03
     6  6.40518595E-01  2.30593108E-01 -1.29929121E+03  2.11858753E-05  1.66973241E-03
     6  6.29614622E-01  2.26667872E-01 -1.50000000E+03  1.80825715E-05  1.20276242E-03

     7  9.99999090E-01  3.59999672E-01 -1.00000000E-03  3.67466702E-04  3.40019761E+02
     7  9.99998931E-01  3.59999615E-01 -1.15447560E-03  3.73927839E-04  3.35331481E+02
     7  9.99998744E-01  3.59999548E-01 -1.33281392E-03  3.80502473E-04  3.30594174E+02
     7  9.99998524E-01  3.59999469E-01 -1.53870116E-03  3.87192577E-04  3.25808164E+02
     7  9.99998266E-01  3.59999376E-01 -1.77639295E-03  3.94000154E-04  3.20973824E+02
     7  9.99997963E-01  3.59999267E-01 -2.05080232E-03  4.00927235E-04  3.16091575E+02
     7  9.99997607E-01  3.59999139E-01 -2.36760125E-03  4.07975883E-04  3.11161892E+02
     7  9.99997189E-01  3.59998988E-01 -2.73333789E-03  4.15148188E-04  3.06185307E+02
     7  9.99996698E-01  3.59998811E-01 -3.15557191E-03  4.22446267E-04  3.01162408E+02
     7  9.99996120E-01  3.59998603E-01 -3.64303079E-03  4.29872265E-04  2.96093844E+02
     7  9.99995442E-01  3.59998359E-01 -4.20579017E-03  4.37428349E-04  2.90980328E+02
     7  9.99994646E-01  3.59998073E-01 -4.85548215E-03  4.45116710E-04  2.85822641E+02
     7  9.99993710E-01  3.59997736E-01 -5.60553569E-03  4.52939559E-04  2.80621632E+02
     7  9.99992611E-01  3.59997340E-01 -6.47145421E-03  4.60899120E-04  2.75378225E+02
     7  9.99991319E-01  3.59996875E-01 -7.47113601E-03  4.68997634E-04  2.70093420E+02
     7  9.99989802E-01  3.59996329E-01 -8.62524426E-03  4.77237344E-04  2.64768298E+02
     7  9.99988020E-01  3.59995687E-01 -9.95763408E-03  4.85620498E-04  2.59404025E+02
     7  9.99985926E-01  3.59994934E-01 -1.14958456E-02  4.94149334E-04  2.54001854E+02
     7  9.99983467E-01  3.59994048E-01 -1.32716733E-02  5.02826076E-04  2.48563131E+02
     7  9.99980577E-01  3.59993008E-01 -1.53218231E-02  5.11652920E-04  2.43089300E+02
     7  9.99977183E-01  3.59991786E-01 -1.76886710E-02  5.20632023E-04  2.37581906E+02
     7  9.99973196E-01  3.59990351E-01 -2.04211391E-02  5.29765486E-04  2.32042600E+02
     7  9.99968512E-01  3.59988665E-01 -2.35757069E-02  5.39055330E-04  2.26473146E+02
     7  9.99963010E-01  3.59986684E-01 -2.72175785E-02  5.48503483E-04  2.20875425E+02
     7  9.99956546E-01  3.59984357E-01 -3.14220304E-02  5.58111741E-04  2.15251441E+02
     7  9.99948953E-01  3.59981624E-01 -3.62759676E-02  5.67881743E-04  2.09603326E+02
     7  9.99940034E-01  3.59978413E-01 -4.18797196E-02  5.77814925E-04  2.03933350E+02
     7  9.99929557E-01  3.59974642E-01 -4.83491146E-02  5.87912475E-04  1.98243923E+02
     7  9.99917251E-01  3.59970212E-01 -5.58178733E-02  5.98175275E-04  1.92537606E+02
     7  9.99902796E-01  3.59965008E-01 -6.44403730E-02  6.08603831E-04  1.86817118E+02
     7  9.99885816E-01  3.59958896E-01 -7.43948386E-02  6.19198193E-04  1.81085343E+02
     7  9.99865874E-01  3.59951717E-01 -8.58870262E-02  6.29957855E-04  1.75345340E+02
     7  9.99842450E-01  3.59943285E-01 -9.91544765E-02  6.40881638E-04  1.69600352E+02
     7  9.99814940E-01  3.59933382E-01 -1.14471424E-01  6.51967552E-04  1.63853816E+02
     7  9.99782632E-01  3.59921752E-01 -1.32154467E-01  6.63212631E-04  1.58109375E+02
     7  9.99744691E-01  3.59908093E-01 -1.52569108E-01  6.74612732E-04  1.52370887E+02
     7  9.99700138E-01  3.59892055E-01 -1.76137313E-01  6.86162306E-04  1.46642440E+02
     7  9.99647823E-01  3.59873223E-01 -2.03346231E-01  6.97854117E-04  1.40928363E+02
     7  9.99586401E-01  3.59851112E-01 -2.34758263E-01  7.09678914E-04  1.35233240E+02
     7  9.99514293E-01  3.59825154E-01 -2.71022688E-01  7.21625044E-04  1.29561926E+02
     7  9.99429651E-01  3.59794684E-01 -3.12889081E-01  7.33677995E-04  1.23919561E+02
     7  9.99330308E-01  3.59758923E-01 -3.61222811E-01  7.45819857E-04  1.18311588E+02
     7  9.99213732E-01  3.59716957E-01 -4.17022923E-01  7.58028694E-04  1.12743767E+02
     7  9.99076958E-01  3.59667722E-01 -4.81442791E-01  7.70277810E-04  1.07222194E+02
     7  9.98916525E-01  3.59609968E-01 -5.55813957E-01  7.82534891E-04  1.01753315E+02
     7  9.98728388E-01  3.59542242E-01 -6.41673655E-01  7.94761027E-04  9.63439495E+01
     7  9.98507831E-01  3.59462846E-01 -7.40796580E-01  8.06909575E-04  9.10012969E+01
     7  9.98249362E-01  3.59369802E-01 -8.55231580E-01  8.18924874E-04  8.57329567E+01
     7  9.97946592E-01  3.59260810E-01 -9.87343995E-01  8.30740802E-04  8.05469370E+01
     7  9.97592102E-01  3.59133200E-01 -1.13986456E+00  8.42279160E-04  7.54516608E+01
     7  9.97177296E-01  3.58983877E-01 -1.31594582E+00  8.53447920E-04  7.04559667E+01
     7  9.96692239E-01  3.58809265E-01 -1.51922735E+00  8.64139338E-04  6.55691013E+01
     7  9.96125476E-01  3.58605240E-01 -1.75391091E+00  8.74228010E-04  6.08006993E+01
     7  9.95463847E-01  3.58367066E-01 -2.02484736E+00  8.83568923E-04  5.61607517E+01
     7  9.94692290E-01  3.58089319E-01 -2.33763688E+00  8.91995644E-04  5.16595537E+01
     7  9.93793643E-01  3.57765822E-01 -2.69874475E+00  8.99318807E-04  4.73076325E+01
     7  9.92748456E-01  3.57389573E-01 -3.11563498E+00  9.05325135E-04  4.31156473E+01
     7  9.91534818E-01  3.56952685E-01 -3.59692457E+00  9.09777294E-04  3.90942587E+01
     7  9.90128230E-01  3.56446339E-01 -4.15256167E+00  9.12414952E-04  3.52539632E+01
     7  9.88501526E-01  3.55860754E-01 -4.79403115E+00  9.12957484E-04  3.16048882E+01
     7  9.86624887E-01  3.55185198E-01 -5.53459201E+00  9.11108799E-04  2.81565485E+01
     7  9.84465960E-01  3.54408023E-01 -6.38955145E+00  9.06564765E-04  2.49175640E+01
