 ******* Program SOILCO2
 *******  Zalf Lysimeter Dedelow Dd_2_6 with Nitrogen                            
 Units: L = cm  , T = day , M = kg  

 CosAlf,MaxIt,TolTh,TolH
 1.000   20 0.00100   0.010

 TopInF,BotInF,AtmBC,SinkF,WLayer,qGWLF,FreeD,SeepF,lWat,lCO2,lRoot,lTemp,InitWC
     T     T     T     T     T     F     F     F     T     T     F     T     T
 using plants

Nodal point information

node      x         hOld    MatN LayN  Beta      CO2       Temp     Conc...
     2  9.99999435E-01  4.34344755E-01 -1.33281392E-03  2.34004236E-04  4.19307956E+02
     2  9.99999322E-01  4.34344705E-01 -1.53870116E-03  2.43294102E-04  4.17008551E+02
     2  9.99999186E-01  4.34344646E-01 -1.77639295E-03  2.52952740E-04  4.14624562E+02
     2  9.99999023E-01  4.34344576E-01 -2.05080232E-03  2.62994779E-04  4.12153171E+02
     2  9.99998827E-01  4.34344491E-01 -2.36760125E-03  2.73435428E-04  4.09591496E+02
     2  9.99998592E-01  4.34344389E-01 -2.73333789E-03  2.84290499E-04  4.06936587E+02
     2  9.99998310E-01  4.34344266E-01 -3.15557191E-03  2.95576424E-04  4.04185427E+02
     2  9.99997972E-01  4.34344119E-01 -3.64303079E-03  3.07310285E-04  4.01334937E+02
     2  9.99997566E-01  4.34343943E-01 -4.20579017E-03  3.19509837E-04  3.98381972E+02
     2  9.99997078E-01  4.34343731E-01 -4.85548215E-03  3.32193530E-04  3.95323332E+02
     2  9.99996493E-01  4.34343477E-01 -5.60553569E-03  3.45380541E-04  3.92155756E+02
     2  9.99995791E-01  4.34343172E-01 -6.47145421E-03  3.59090794E-04  3.88875932E+02
     2  9.99994947E-01  4.34342805E-01 -7.47113601E-03  3.73344991E-04  3.85480496E+02
     2  9.99993935E-01  4.34342366E-01 -8.62524426E-03  3.88164640E-04  3.81966042E+02
     2  9.99992721E-01  4.34341838E-01 -9.95763408E-03  4.03572077E-04  3.78329122E+02
     2  9.99991263E-01  4.34341205E-01 -1.14958456E-02  4.19590502E-04  3.74566258E+02
     2  9.99989512E-01  4.34340445E-01 -1.32716733E-02  4.36243999E-04  3.70673942E+02
     2  9.99987412E-01  4.34339532E-01 -1.53218231E-02  4.53557566E-04  3.66648653E+02
     2  9.99984890E-01  4.34338437E-01 -1.76886710E-02  4.71557143E-04  3.62486858E+02
     2  9.99981864E-01  4.34337123E-01 -2.04211391E-02  4.90269629E-04  3.58185028E+02
     2  9.99978231E-01  4.34335545E-01 -2.35757069E-02  5.09722912E-04  3.53739647E+02
     2  9.99973871E-01  4.34333651E-01 -2.72175785E-02  5.29945884E-04  3.49147227E+02
     2  9.99968638E-01  4.34331378E-01 -3.14220304E-02  5.50968453E-04  3.44404321E+02
     2  9.99962356E-01  4.34328650E-01 -3.62759676E-02  5.72821556E-04  3.39507543E+02
     2  9.99954817E-01  4.34325375E-01 -4.18797196E-02  5.95537157E-04  3.34453583E+02
     2  9.99945768E-01  4.34321444E-01 -4.83491146E-02  6.19148241E-04  3.29239231E+02
     2  9.99934906E-01  4.34316727E-01 -5.58178733E-02  6.43688790E-04  3.23861400E+02
     2  9.99921870E-01  4.34311065E-01 -6.44403730E-02  6.69193746E-04  3.18317151E+02
     2  9.99906224E-01  4.34304269E-01 -7.43948386E-02  6.95698956E-04  3.12603723E+02
     2  9.99887446E-01  4.34296113E-01 -8.58870262E-02  7.23241084E-04  3.06718566E+02
     2  9.99864910E-01  4.34286324E-01 -9.91544765E-02  7.51857498E-04  3.00659378E+02
     2  9.99837862E-01  4.34274576E-01 -1.14471424E-01  7.81586112E-04  2.94424146E+02
     2  9.99805403E-01  4.34260478E-01 -1.32154467E-01  8.12465174E-04  2.88011189E+02
     2  9.99766449E-01  4.34243558E-01 -1.52569108E-01  8.44532995E-04  2.81419213E+02
     2  9.99719704E-01  4.34223255E-01 -1.76137313E-01  8.77827593E-04  2.74647365E+02
     2  9.99663612E-01  4.34198892E-01 -2.03346231E-01  9.12386237E-04  2.67695297E+02
     2  9.99596309E-01  4.34169659E-01 -2.34758263E-01  9.48244864E-04  2.60563238E+02
     2  9.99515557E-01  4.34134585E-01 -2.71022688E-01  9.85437346E-04  2.53252071E+02
     2  9.99418679E-01  4.34092506E-01 -3.12889081E-01  1.02399456E-03  2.45763425E+02
     2  9.99302467E-01  4.34042030E-01 -3.61222811E-01  1.06394321E-03  2.38099770E+02
     2  9.99163077E-01  4.33981487E-01 -4.17022923E-01  1.10530440E-03  2.30264530E+02
     2  9.98995913E-01  4.33908880E-01 -4.81442791E-01  1.14809176E-03  2.22262205E+02
     2  9.98795474E-01  4.33821820E-01 -5.55813957E-01  1.19230925E-03  2.14098508E+02
     2  9.98555187E-01  4.33717453E-01 -6.41673655E-01  1.23794835E-03  2.05780513E+02
     2  9.98267202E-01  4.33592368E-01 -7.40796580E-01  1.28498463E-03  1.97316829E+02
     2  9.97922155E-01  4.33442498E-01 -8.55231580E-01  1.33337357E-03  1.88717775E+02
     2  9.97508886E-01  4.33262997E-01 -9.87343995E-01  1.38304551E-03  1.79995586E+02
     2  9.97014119E-01  4.33048098E-01 -1.13986456E+00  1.43389945E-03  1.71164623E+02
     2  9.96422085E-01  4.32790951E-01 -1.31594582E+00  1.48579578E-03  1.62241605E+02
     2  9.95714094E-01  4.32483438E-01 -1.51922735E+00  1.53854757E-03  1.53245847E+02
     2  9.94868052E-01  4.32115964E-01 -1.75391091E+00  1.59191044E-03  1.44199495E+02
     2  9.93857917E-01  4.31677217E-01 -2.02484736E+00  1.64557092E-03  1.35127772E+02
     2  9.92653107E-01  4.31153914E-01 -2.33763688E+00  1.69913340E-03  1.26059180E+02
     2  9.91217865E-01  4.30530524E-01 -2.69874475E+00  1.75210585E-03  1.17025689E+02
     2  9.89510603E-01  4.29788983E-01 -3.11563498E+00  1.80388495E-03  1.08062837E+02
     2  9.87483253E-01  4.28908414E-01 -3.59692457E+00  1.85374140E-03  9.92097523E+01
     2  9.85080676E-01  4.27864866E-01 -4.15256167E+00  1.90080693E-03  9.05090272E+01
     2  9.82240193E-01  4.26631117E-01 -4.79403115E+00  1.94406507E-03  8.20064106E+01
     2  9.78891336E-01  4.25176557E-01 -5.53459201E+00  1.98234841E-03  7.37502651E+01
     2  9.74955914E-01  4.23467227E-01 -6.38955145E+00  2.01434607E-03  6.57907383E+01
     2  9.70348551E-01  4.21466042E-01 -7.37658128E+00  2.03862540E-03  5.81786035E+01
     2  9.64977831E-01  4.19133296E-01 -8.51608313E+00  2.05367231E-03  5.09637518E+01
     2  9.58748203E-01  4.16427488E-01 -9.83161022E+00  2.05795395E-03  4.41933436E+01
     2  9.51562763E-01  4.13306529E-01 -1.13503542E+01  2.05000572E-03  3.79096851E+01
     2  9.43326979E-01  4.09729357E-01 -1.31037070E+01  2.02854115E-03  3.21479526E+01
     2  9.33953286E-01  4.05657940E-01 -1.51279100E+01  1.99257864E-03  2.69339578E+01
     2  9.23366382E-01  4.01059571E-01 -1.74648031E+01  1.94157298E-03  2.22822010E+01
     2  9.11508848E-01  3.95909311E-01 -2.01626891E+01  1.87553428E-03  1.81944881E+01
     2  8.98346561E-01  3.90192337E-01 -2.32773327E+01  1.79511339E-03  1.46593635E+01
     2  8.83873289E-01  3.83905944E-01 -2.68731127E+01  1.70163323E-03  1.16525299E+01
     2  8.68113794E-01  3.77060886E-01 -3.10243530E+01  1.59705188E-03  9.13829247E+00
     2  8.51124934E-01  3.69681859E-01 -3.58168587E+01  1.48385385E-03  7.07189998E+00
     2  8.32994467E-01  3.61806982E-01 -4.13496896E+01  1.36487990E-03  5.40250574E+00
     2  8.13837583E-01  3.53486285E-01 -4.77372080E+01  1.24311824E-03  4.07637239E+00
     2  7.93791520E-01  3.44779378E-01 -5.51114420E+01  1.12148788E-03  3.03992782E+00
     2  7.73008911E-01  3.35752556E-01 -6.36248153E+01  1.00264475E-03  2.24234347E+00
     2  7.51650586E-01  3.26475674E-01 -7.34532971E+01  8.88834663E-04  1.63742800E+00
     2  7.29878607E-01  3.17019124E-01 -8.48000396E+01  7.81805885E-04  1.18476962E+00
     2  7.07850123E-01  3.07451162E-01 -9.78995770E+01  6.82781862E-04  8.50183646E-01
     2  6.85712456E-01  2.97835777E-01 -1.13022673E+02  5.92485026E-04  6.05602419E-01
     2  6.63599584E-01  2.88231161E-01 -1.30481919E+02  5.11197061E-04  4.28579395E-01
     2  6.41630002E-01  2.78688783E-01 -1.50638193E+02  4.38839709E-04  3.01573819E-01
     2  6.19905800E-01  2.69252985E-01 -1.73908118E+02  3.75062045E-04  2.11152857E-01
     2  5.98512716E-01  2.59961006E-01 -2.00772680E+02  3.19323760E-04  1.47208753E-01
     2  5.77520907E-01  2.50843318E-01 -2.31787161E+02  2.70967916E-04  1.02250479E-01
     2  5.56986199E-01  2.41924171E-01 -2.67592623E+02  2.29280126E-04  7.07984482E-02
     2  5.36951594E-01  2.33222240E-01 -3.08929155E+02  1.93533681E-04  4.88890755E-02
     2  5.17448886E-01  2.24751336E-01 -3.56651173E+02  1.63021757E-04  3.36826419E-02
     2  4.98500262E-01  2.16521096E-01 -4.11745079E+02  1.37078701E-04  2.31610985E-02
     2  4.80119820E-01  2.08537643E-01 -4.75349649E+02  1.15092633E-04  1.59001684E-02
     2  4.62314942E-01  2.00804183E-01 -5.48779573E+02  9.65115226E-05  1.09004814E-02
     2  4.45087524E-01  1.93321541E-01 -6.33552630E+02  8.08446086E-05  7.46424965E-03
     2  4.28435039E-01  1.86088617E-01 -7.31421055E+02  6.76606953E-05  5.10627068E-03
     2  4.12351442E-01  1.79102787E-01 -8.44407765E+02  5.65844893E-05  3.49033341E-03
     2  3.96827941E-01  1.72360232E-01 -9.74848165E+02  4.72918523E-05  2.38414645E-03
     2  3.81853633E-01  1.65856216E-01 -1.12543842E+03  3.95045776E-05  1.62760980E-03
     2  3.67416032E-01  1.59585316E-01 -1.29929121E+03  3.29851052E-05  1.11060522E-03
     2  3.53501499E-01  1.53541608E-01 -1.50000000E+03  2.75314387E-05  7.57522097E-04

     3  9.99999608E-01  4.34344830E-01 -1.00000000E-03  2.16475057E-04  4.23663929E+02
     3  9.99999529E-01  4.34344796E-01 -1.15447560E-03  2.25069067E-04  4.21525522E+02
     3  9.99999435E-01  4.34344755E-01 -1.33281392E-03  2.34004236E-04  4.19307956E+02
     3  9.99999322E-01  4.34344705E-01 -1.53870116E-03  2.43294102E-04  4.17008551E+02
     3  9.99999186E-01  4.34344646E-01 -1.77639295E-03  2.52952740E-04  4.14624562E+02
     3  9.99999023E-01  4.34344576E-01 -2.05080232E-03  2.62994779E-04  4.12153171E+02
     3  9.99998827E-01  4.34344491E-01 -2.36760125E-03  2.73435428E-04  4.09591496E+02
     3  9.99998592E-01  4.34344389E-01 -2.73333789E-03  2.84290499E-04  4.06936587E+02
     3  9.99998310E-01  4.34344266E-01 -3.15557191E-03  2.95576424E-04  4.04185427E+02
     3  9.99997972E-01  4.34344119E-01 -3.64303079E-03  3.07310285E-04  4.01334937E+02
     3  9.99997566E-01  4.34343943E-01 -4.20579017E-03  3.19509837E-04  3.98381972E+02
     3  9.99997078E-01  4.34343731E-01 -4.85548215E-03  3.32193530E-04  3.95323332E+02
     3  9.99996493E-01  4.34343477E-01 -5.60553569E-03  3.45380541E-04  3.92155756E+02
     3  9.99995791E-01  4.34343172E-01 -6.47145421E-03  3.59090794E-04  3.88875932E+02
     3  9.99994947E-01  4.34342805E-01 -7.47113601E-03  3.73344991E-04  3.85480496E+02
     3  9.99993935E-01  4.34342366E-01 -8.62524426E-03  3.88164640E-04  3.81966042E+02
     3  9.99992721E-01  4.34341838E-01 -9.95763408E-03  4.03572077E-04  3.78329122E+02
     3  9.99991263E-01  4.34341205E-01 -1.14958456E-02  4.19590502E-04  3.74566258E+02
     3  9.99989512E-01  4.34340445E-01 -1.32716733E-02  4.36243999E-04  3.70673942E+02
     3  9.99987412E-01  4.34339532E-01 -1.53218231E-02  4.53557566E-04  3.66648653E+02
     3  9.99984890E-01  4.34338437E-01 -1.76886710E-02  4.71557143E-04  3.62486858E+02
     3  9.99981864E-01  4.34337123E-01 -2.04211391E-02  4.90269629E-04  3.58185028E+02
     3  9.99978231E-01  4.34335545E-01 -2.35757069E-02  5.09722912E-04  3.53739647E+02
     3  9.99973871E-01  4.34333651E-01 -2.72175785E-02  5.29945884E-04  3.49147227E+02
     3  9.99968638E-01  4.34331378E-01 -3.14220304E-02  5.50968453E-04  3.44404321E+02
     3  9.99962356E-01  4.34328650E-01 -3.62759676E-02  5.72821556E-04  3.39507543E+02
     3  9.99954817E-01  4.34325375E-01 -4.18797196E-02  5.95537157E-04  3.34453583E+02
     3  9.99945768E-01  4.34321444E-01 -4.83491146E-02  6.19148241E-04  3.29239231E+02
     3  9.99934906E-01  4.34316727E-01 -5.58178733E-02  6.43688790E-04  3.23861400E+02
     3  9.99921870E-01  4.34311065E-01 -6.44403730E-02  6.69193746E-04  3.18317151E+02
     3  9.99906224E-01  4.34304269E-01 -7.43948386E-02  6.95698956E-04  3.12603723E+02
     3  9.99887446E-01  4.34296113E-01 -8.58870262E-02  7.23241084E-04  3.06718566E+02
     3  9.99864910E-01  4.34286324E-01 -9.91544765E-02  7.51857498E-04  3.00659378E+02
     3  9.99837862E-01  4.34274576E-01 -1.14471424E-01  7.81586112E-04  2.94424146E+02
     3  9.99805403E-01  4.34260478E-01 -1.32154467E-01  8.12465174E-04  2.88011189E+02
     3  9.99766449E-01  4.34243558E-01 -1.52569108E-01  8.44532995E-04  2.81419213E+02
     3  9.99719704E-01  4.34223255E-01 -1.76137313E-01  8.77827593E-04  2.74647365E+02
     3  9.99663612E-01  4.34198892E-01 -2.03346231E-01  9.12386237E-04  2.67695297E+02
     3  9.99596309E-01  4.34169659E-01 -2.34758263E-01  9.48244864E-04  2.60563238E+02
     3  9.99515557E-01  4.34134585E-01 -2.71022688E-01  9.85437346E-04  2.53252071E+02
     3  9.99418679E-01  4.34092506E-01 -3.12889081E-01  1.02399456E-03  2.45763425E+02
     3  9.99302467E-01  4.34042030E-01 -3.61222811E-01  1.06394321E-03  2.38099770E+02
     3  9.99163077E-01  4.33981487E-01 -4.17022923E-01  1.10530440E-03  2.30264530E+02
     3  9.98995913E-01  4.33908880E-01 -4.81442791E-01  1.14809176E-03  2.22262205E+02
     3  9.98795474E-01  4.33821820E-01 -5.55813957E-01  1.19230925E-03  2.14098508E+02
     3  9.98555187E-01  4.33717453E-01 -6.41673655E-01  1.23794835E-03  2.05780513E+02
     3  9.98267202E-01  4.33592368E-01 -7.40796580E-01  1.28498463E-03  1.97316829E+02
     3  9.97922155E-01  4.33442498E-01 -8.55231580E-01  1.33337357E-03  1.88717775E+02
     3  9.97508886E-01  4.33262997E-01 -9.87343995E-01  1.38304551E-03  1.79995586E+02
     3  9.97014119E-01  4.33048098E-01 -1.13986456E+00  1.43389945E-03  1.71164623E+02
     3  9.96422085E-01  4.32790951E-01 -1.31594582E+00  1.48579578E-03  1.62241605E+02
     3  9.95714094E-01  4.32483438E-01 -1.51922735E+00  1.53854757E-03  1.53245847E+02
     3  9.94868052E-01  4.32115964E-01 -1.75391091E+00  1.59191044E-03  1.44199495E+02
     3  9.93857917E-01  4.31677217E-01 -2.02484736E+00  1.64557092E-03  1.35127772E+02
     3  9.92653107E-01  4.31153914E-01 -2.33763688E+00  1.69913340E-03  1.26059180E+02
     3  9.91217865E-01  4.30530524E-01 -2.69874475E+00  1.75210585E-03  1.17025689E+02
     3  9.89510603E-01  4.29788983E-01 -3.11563498E+00  1.80388495E-03  1.08062837E+02
     3  9.87483253E-01  4.28908414E-01 -3.59692457E+00  1.85374140E-03  9.92097523E+01
     3  9.85080676E-01  4.27864866E-01 -4.15256167E+00  1.90080693E-03  9.05090272E+01
     3  9.82240193E-01  4.26631117E-01 -4.79403115E+00  1.94406507E-03  8.20064106E+01
     3  9.78891336E-01  4.25176557E-01 -5.53459201E+00  1.98234841E-03  7.37502651E+01
     3  9.74955914E-01  4.23467227E-01 -6.38955145E+00  2.01434607E-03  6.57907383E+01
     3  9.70348551E-01  4.21466042E-01 -7.37658128E+00  2.03862540E-03  5.81786035E+01
     3  9.64977831E-01  4.19133296E-01 -8.51608313E+00  2.05367231E-03  5.09637518E+01
     3  9.58748203E-01  4.16427488E-01 -9.83161022E+00  2.05795395E-03  4.41933436E+01
     3  9.51562763E-01  4.13306529E-01 -1.13503542E+01  2.05000572E-03  3.79096851E+01
     3  9.43326979E-01  4.09729357E-01 -1.31037070E+01  2.02854115E-03  3.21479526E+01
     3  9.33953286E-01  4.05657940E-01 -1.51279100E+01  1.99257864E-03  2.69339578E+01
     3  9.23366382E-01  4.01059571E-01 -1.74648031E+01  1.94157298E-03  2.22822010E+01
     3  9.11508848E-01  3.95909311E-01 -2.01626891E+01  1.87553428E-03  1.81944881E+01
     3  8.98346561E-01  3.90192337E-01 -2.32773327E+01  1.79511339E-03  1.46593635E+01
     3  8.83873289E-01  3.83905944E-01 -2.68731127E+01  1.70163323E-03  1.16525299E+01
     3  8.68113794E-01  3.77060886E-01 -3.10243530E+01  1.59705188E-03  9.13829247E+00
     3  8.51124934E-01  3.69681859E-01 -3.58168587E+01  1.48385385E-03  7.07189998E+00
     3  8.32994467E-01  3.61806982E-01 -4.13496896E+01  1.36487990E-03  5.40250574E+00
     3  8.13837583E-01  3.53486285E-01 -4.77372080E+01  1.24311824E-03  4.07637239E+00
     3  7.93791520E-01  3.44779378E-01 -5.51114420E+01  1.12148788E-03  3.03992782E+00
     3  7.73008911E-01  3.35752556E-01 -6.36248153E+01  1.00264475E-03  2.24234347E+00
     3  7.51650586E-01  3.26475674E-01 -7.34532971E+01  8.88834663E-04  1.63742800E+00
     3  7.29878607E-01  3.17019124E-01 -8.48000396E+01  7.81805885E-04  1.18476962E+00
     3  7.07850123E-01  3.07451162E-01 -9.78995770E+01  6.82781862E-04  8.50183646E-01
     3  6.85712456E-01  2.97835777E-01 -1.13022673E+02  5.92485026E-04  6.05602419E-01
     3  6.63599584E-01  2.88231161E-01 -1.30481919E+02  5.11197061E-04  4.28579395E-01
     3  6.41630002E-01  2.78688783E-01 -1.50638193E+02  4.38839709E-04  3.01573819E-01
     3  6.19905800E-01  2.69252985E-01 -1.73908118E+02  3.75062045E-04  2.11152857E-01
     3  5.98512716E-01  2.59961006E-01 -2.00772680E+02  3.19323760E-04  1.47208753E-01
     3  5.77520907E-01  2.50843318E-01 -2.31787161E+02  2.70967916E-04  1.02250479E-01
     3  5.56986199E-01  2.41924171E-01 -2.67592623E+02  2.29280126E-04  7.07984482E-02
     3  5.36951594E-01  2.33222240E-01 -3.08929155E+02  1.93533681E-04  4.88890755E-02
     3  5.17448886E-01  2.24751336E-01 -3.56651173E+02  1.63021757E-04  3.36826419E-02
     3  4.98500262E-01  2.16521096E-01 -4.11745079E+02  1.37078701E-04  2.31610985E-02
     3  4.80119820E-01  2.08537643E-01 -4.75349649E+02  1.15092633E-04  1.59001684E-02
     3  4.62314942E-01  2.00804183E-01 -5.48779573E+02  9.65115226E-05  1.09004814E-02
     3  4.45087524E-01  1.93321541E-01 -6.33552630E+02  8.08446086E-05  7.46424965E-03
     3  4.28435039E-01  1.86088617E-01 -7.31421055E+02  6.76606953E-05  5.10627068E-03
     3  4.12351442E-01  1.79102787E-01 -8.44407765E+02  5.65844893E-05  3.49033341E-03
     3  3.96827941E-01  1.72360232E-01 -9.74848165E+02  4.72918523E-05  2.38414645E-03
     3  3.81853633E-01  1.65856216E-01 -1.12543842E+03  3.95045776E-05  1.62760980E-03
     3  3.67416032E-01  1.59585316E-01 -1.29929121E+03  3.29851052E-05  1.11060522E-03
     3  3.53501499E-01  1.53541608E-01 -1.50000000E+03  2.75314387E-05  7.57522097E-04

     4  9.99999979E-01  3.52351993E-01 -1.00000000E-03  1.09063326E-05  7.37646063E+02
     4  9.99999974E-01  3.52351991E-01 -1.15447560E-03  1.16797055E-05  7.37144268E+02
     4  9.99999968E-01  3.52351989E-01 -1.33281392E-03  1.25079185E-05  7.36607079E+02
     4  9.99999960E-01  3.52351986E-01 -1.53870116E-03  1.33948605E-05  7.36032015E+02
     4  9.99999951E-01  3.52351983E-01 -1.77639295E-03  1.43446957E-05  7.35416421E+02
     4  9.99999939E-01  3.52351979E-01 -2.05080232E-03  1.53618841E-05  7.34757460E+02
     4  9.99999925E-01  3.52351974E-01 -2.36760125E-03  1.64512015E-05  7.34052098E+02
     4  9.99999907E-01  3.52351967E-01 -2.73333789E-03  1.76177626E-05  7.33297095E+02
     4  9.99999886E-01  3.52351960E-01 -3.15557191E-03  1.88670447E-05  7.32488983E+02
     4  9.99999859E-01  3.52351950E-01 -3.64303079E-03  2.02049135E-05  7.31624060E+02
     4  9.99999825E-01  3.52351938E-01 -4.20579017E-03  2.16376504E-05  7.30698370E+02
     4  9.99999784E-01  3.52351924E-01 -4.85548215E-03  2.31719824E-05  7.29707687E+02
     4  9.99999733E-01  3.52351906E-01 -5.60553569E-03  2.48151133E-05  7.28647498E+02
     4  9.99999670E-01  3.52351884E-01 -6.47145421E-03  2.65747577E-05  7.27512981E+02
     4  9.99999591E-01  3.52351856E-01 -7.47113601E-03  2.84591771E-05  7.26298993E+02
     4  9.99999495E-01  3.52351822E-01 -8.62524426E-03  3.04772186E-05  7.25000039E+02
     4  9.99999375E-01  3.52351780E-01 -9.95763408E-03  3.26383564E-05  7.23610261E+02
     4  9.99999228E-01  3.52351728E-01 -1.14958456E-02  3.49527364E-05  7.22123405E+02
     4  9.99999045E-01  3.52351664E-01 -1.32716733E-02  3.74312233E-05  7.20532803E+02
     4  9.99998820E-01  3.52351584E-01 -1.53218231E-02  4.00854519E-05  7.18831346E+02
     4  9.99998541E-01  3.52351486E-01 -1.76886710E-02  4.29278809E-05  7.17011458E+02
     4  9.99998196E-01  3.52351364E-01 -2.04211391E-02  4.59718521E-05  7.15065064E+02
     4  9.99997770E-01  3.52351214E-01 -2.35757069E-02  4.92316517E-05  7.12983567E+02
     4  9.99997243E-01  3.52351028E-01 -2.72175785E-02  5.27225773E-05  7.10757814E+02
     4  9.99996591E-01  3.52350799E-01 -3.14220304E-02  5.64610091E-05  7.08378066E+02
     4  9.99995785E-01  3.52350515E-01 -3.62759676E-02  6.04644861E-05  7.05833965E+02
     4  9.99994789E-01  3.52350164E-01 -4.18797196E-02  6.47517869E-05  7.03114499E+02
     4  9.99993557E-01  3.52349730E-01 -4.83491146E-02  6.93430165E-05  7.00207973E+02
     4  9.99992035E-01  3.52349193E-01 -5.58178733E-02  7.42596990E-05  6.97101967E+02
     4  9.99990152E-01  3.52348530E-01 -6.44403730E-02  7.95248757E-05  6.93783306E+02
     4  9.99987825E-01  3.52347710E-01 -7.43948386E-02  8.51632099E-05  6.90238025E+02
     4  9.99984948E-01  3.52346696E-01 -8.58870262E-02  9.12010978E-05  6.86451330E+02
     4  9.99981390E-01  3.52345443E-01 -9.91544765E-02  9.76667870E-05  6.82407564E+02
     4  9.99976992E-01  3.52343893E-01 -1.14471424E-01  1.04590500E-04  6.78090178E+02
     4  9.99971555E-01  3.52341977E-01 -1.32154467E-01  1.12004566E-04  6.73481695E+02
     4  9.99964833E-01  3.52339609E-01 -1.52569108E-01  1.19943559E-04  6.68563681E+02
     4  9.99956522E-01  3.52336680E-01 -1.76137313E-01  1.28444440E-04  6.63316724E+02
     4  9.99946248E-01  3.52333060E-01 -2.03346231E-01  1.37546705E-04  6.57720408E+02
     4  9.99933546E-01  3.52328585E-01 -2.34758263E-01  1.47292541E-04  6.51753300E+02
     4  9.99917842E-01  3.52323052E-01 -2.71022688E-01  1.57726976E-04  6.45392946E+02
     4  9.99898429E-01  3.52316211E-01 -3.12889081E-01  1.68898035E-04  6.38615870E+02
     4  9.99874430E-01  3.52307755E-01 -3.61222811E-01  1.80856889E-04  6.31397589E+02
     4  9.99844762E-01  3.52297302E-01 -4.17022923E-01  1.93657994E-04  6.23712647E+02
     4  9.99808088E-01  3.52284379E-01 -4.81442791E-01  2.07359210E-04  6.15534659E+02
     4  9.99762754E-01  3.52268406E-01 -5.55813957E-01  2.22021902E-04  6.06836386E+02
     4  9.99706716E-01  3.52248661E-01 -6.41673655E-01  2.37710986E-04  5.97589834E+02
     4  9.99637453E-01  3.52224256E-01 -7.40796580E-01  2.54494936E-04  5.87766383E+02
     4  9.99551848E-01  3.52194093E-01 -8.55231580E-01  2.72445687E-04  5.77336972E+02
     4  9.99446051E-01  3.52156815E-01 -9.87343995E-01  2.91638446E-04  5.66272315E+02
     4  9.99315315E-01  3.52110750E-01 -1.13986456E+00  3.12151329E-04  5.54543191E+02
     4  9.99153776E-01  3.52053831E-01 -1.31594582E+00  3.34064806E-04  5.42120807E+02
     4  9.98954208E-01  3.51983513E-01 -1.51922735E+00  3.57460848E-04  5.28977244E+02
     4  9.98707699E-01  3.51896655E-01 -1.75391091E+00  3.82421715E-04  5.15086014E+02
     4  9.98403275E-01  3.51789391E-01 -2.02484736E+00  4.09028242E-04  5.00422742E+02
     4  9.98027428E-01  3.51656960E-01 -2.33763688E+00  4.37357481E-04  4.84966003E+02
     4  9.97563553E-01  3.51493513E-01 -2.69874475E+00  4.67479506E-04  4.68698333E+02
     4  9.96991266E-01  3.51291866E-01 -3.11563498E+00  4.99453143E-04  4.51607450E+02
     4  9.96285579E-01  3.51043216E-01 -3.59692457E+00  5.33320314E-04  4.33687716E+02
     4  9.95415932E-01  3.50736794E-01 -4.15256167E+00  5.69098673E-04  4.14941866E+02
     4  9.94345038E-01  3.50359463E-01 -4.79403115E+00  6.06772101E-04  3.95383031E+02
     4  9.93027548E-01  3.49895243E-01 -5.53459201E+00  6.46278643E-04  3.75037082E+02
     4  9.91408521E-01  3.49324775E-01 -6.38955145E+00  6.87495427E-04  3.53945268E+02
     4  9.89421714E-01  3.48624720E-01 -7.37658128E+00  7.30220219E-04  3.32167142E+02
     4  9.86987731E-01  3.47767101E-01 -8.51608313E+00  7.74149433E-04  3.09783664E+02
     4  9.84012109E-01  3.46718635E-01 -9.83161022E+00  8.18852834E-04  2.86900333E+02
     4  9.80383481E-01  3.45440080E-01 -1.13503542E+01  8.63745838E-04  2.63650095E+02
     4  9.75972036E-01  3.43885699E-01 -1.31037070E+01  9.08061380E-04  2.40195634E+02
     4  9.70628591E-01  3.42002925E-01 -1.51279100E+01  9.50824854E-04  2.16730520E+02
     4  9.64184709E-01  3.39732411E-01 -1.74648031E+01  9.90837569E-04  1.93478543E+02
     4  9.56454422E-01  3.37008628E-01 -2.01626891E+01  1.02667639E-03  1.70690466E+02
     4  9.47238167E-01  3.33761263E-01 -2.32773327E+01  1.05671911E-03  1.48637420E+02
     4  9.36329585E-01  3.29917602E-01 -2.68731127E+01  1.07920584E-03  1.27600377E+02
     4  9.23525619E-01  3.25406099E-01 -3.10243530E+01  1.09234481E-03  1.07855605E+02
     4  9.08640013E-01  3.20161126E-01 -3.58168587E+01  1.09446487E-03  8.96567457E+01
     4  8.91519679E-01  3.14128742E-01 -4.13496896E+01  1.08420674E-03  7.32151785E+01
     4  8.72062535E-01  3.07272978E-01 -4.77372080E+01  1.06073017E-03  5.86813304E+01
     4  8.50234611E-01  2.99581866E-01 -5.51114420E+01  1.02390025E-03  4.61302146E+01
     4  8.26083562E-01  2.91072195E-01 -6.36248153E+01  9.74408103E-04  3.55543558E+01
     4  7.99745729E-01  2.81792007E-01 -7.34532971E+01  9.13785922E-04  2.68661287E+01
     4  7.71444625E-01  2.71820056E-01 -8.48000396E+01  8.44296856E-04  1.99095782E+01
     4  7.41480244E-01  2.61262047E-01 -9.78995770E+01  7.68711095E-04  1.44795965E+01
     4  7.10210397E-01  2.50244054E-01 -1.13022673E+02  6.90010590E-04  1.03447066E+01
